另外我有五个 这手机送的原装壳。  618时候买的赠品  20一个  有需要的 鱼我wang1200988,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
再降价，诚心要的,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
华为才是大黑药丸,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
X7p 8+128 也才2199送耳机啊,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
就喜欢那种啥都没有的系统,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
不知道系统到底要什么功能，我从一加来，这个比一加丰富点。再说，要什么功能自己下app不就好了,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
比k30至尊值,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
去京东看过评价 都说系统不行。白瞎了好配置,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
2500-2600才是应有的价值，被双挖孔毁了,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
买过玩家版的，里面广告巨多，很烦，而且这个之前26xx，北京券,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
"MTK,只能排第三，他是主打性价比的，某为的只能自用，没办法卖，卖高没人要，卖低自己不干，所以性能上，还是苹果，高通是老大，苹果没基带，只能等高通，英特尔的基带扶不上去，专利攻不破，别看苹果大家都黑，但它是行业标杆，它能推出，就说明功耗能控制 ，结合苹果新机电池容量不增反减，估计是功耗它自认为还可以",https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
首发给我妈买的，没错她喜欢这个颜色，同配置降了1000了居然，不能告诉她,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
蓝绿家的系统太烂了 光有配置 软件跟不上 不更新的,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
最后寄给你了吗,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
性能和价格可以，但屏幕双挖孔真的难看,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
双挖真的是低能设计 全面屏的时代丑死了,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
这个价格不错,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
北京券，发了三十块钱给京东小哥，让他帮寄回广州,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
摄像头太难受了，双挖孔都是XX,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
说实话，用过三星的2K屏真回不去1080p的了。那些说OLED屏看得眼睛不舒服坚守LCD的，只能说你们与高端货无缘。,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
2499以上都不值,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
2774买了，发货到北京八达岭了，但是我详细地址填的是广东，不知道最后会不会送过来[皱眉],https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
牛啊，怎么做到的,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
迟早也得降价800卖,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
LCD高端的夏普屏只在日本本土卖啊，不然谁要用三星啊，R3的屏比三星好多了，没有频闪眼晴舒服的多,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
5g建议关掉 耗电明显下降,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
陆运，还没收到，为什么不寄？如果不寄我投诉了擅自签收，搞不见我的件他会不会得不偿失,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
这个和k30u哪个好？,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
感谢提醒，发现按钮了 ，关了试一试，不然续航实在拉胯，好在充电快勉强拉回一些,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
那苹果12那电池，那充电速度。不就插着充电线过日子了,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
都2020了，还有人被厂商洗脑洗魔怔了还在争外挂和集成5g，最开始就是某为在搞事制造舆论，其实根本就没有多大影响，只跟制程有关，制程技术先进，功耗就优秀，外挂集成都不需要考虑,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
x7 pro 256 gb 太过分了。[喜极而泣],https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
不说了，小米YES，冲就是了！,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
联发科天玑1000集成5g基带，功耗不也是拉胯,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
这个和x7pro，你买哪个,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
这个什么时间的价？北京卷吗,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
贴膜带套我感觉有半斤哈哈哈，不过我男生贼喜欢重点的手机，感觉有质感，轻飘飘的不爽。,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
在用感觉还好，之前用的一加感觉系统比一加要好。哈哈。,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
小哥找不到收货人是可以放几天退回的，还是分人,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
这个是小黑药丸,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
这搭配可以，12/256，865，就是系统差了点，这种高性价比的系统里面一般挺坑，不知道能不能刷miui，k30p的搭配不行，12/128是什么鬼搭配，刀法清奇,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
不是2399吗？,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
功耗看制程的，集不集成一点关系没有，不集成功耗大的印象是因为华为当年不集成用的28纳米的5G基带造成,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
当时买这台机也怕系统用不习惯，没想到系统跟miui相拟度百分之九十以上的，拿到手直接上手玩了跟本没区别，我以前台机是小米mix2,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
不是双挖孔或许会买,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
索尼的4K LCD屏不比你三星2K强，夏普的IGZO LCD 10亿色加高刷 高分，不频闪，只是只卖日本，不然高端屏有三星什么事,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
功耗和集成不集成没毛关系,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
越来越不值钱了。。。[喜极而泣],https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
耗电很快，不过5G手机包括小米10和华为好像也都很快。这样的话充电又显得很重要了,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
，想想还有20期白条要还，我又坚强的从天台爬了下来,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
2610买的,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
看评测续航尿崩,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
双挖孔好丑啊。,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
差了1000块钱比啥呀,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
值，但是我不买，正面我看不下去。,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
要不是正面的那个大黑药丸就买它了,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
人家9.9俩，你这不是一般黑啊,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
S20+的我从5月开始看到各种新机已经哭晕在天台,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
华为转过去的表示几大槽点：1 终于体会到LCD永不为奴的意思，2短信竟然不能部分选取复制，搞的有时候里面的数字提取不出来要整段复制了删除，3通话有电流底噪，4耗电很快，其他还挺好，另外相机真心拉胯，这硬件调教的同级里算倒数的……,https://www.smzdm.com/p/24472963/,realme 真我 X50 Pro 智能手机 12GB+256GB
